dialogue_id,locale,line_index,speaker_role,text,category,usage_scope,enabled,full_text,source_id,source_text
draft_encouragement_024,th,0,speaker,ยืนหยัดไว้นะ,encouragement,office,true,ยืนหยัดไว้นะ,draft.encouragement.024,Hold the line.
draft_encouragement_025,en,0,speaker,Push gently.,encouragement,office,true,Push gently.,draft.encouragement.025,Push gently.
draft_encouragement_025,th,0,speaker,ค่อย ๆ ฮึด,encouragement,office,true,ค่อย ๆ ฮึด,draft.encouragement.025,Push gently.
draft_encouragement_026,en,0,speaker,"Rest, then return.",encouragement,office,false,"Rest, then return.",draft.encouragement.026,"Rest, then return."
draft_encouragement_026,th,0,speaker,พักแล้วค่อยลุย,encouragement,office,true,พักแล้วค่อยลุย,draft.encouragement.026,"Rest, then return."
draft_encouragement_027,en,0,speaker,You're not alone.,encouragement,office,false,You're not alone.,draft.encouragement.027,You're not alone.
draft_encouragement_027,th,0,speaker,คุณไม่ได้อยู่คนเดียว,encouragement,office,false,คุณไม่ได้อยู่คนเดียว,draft.encouragement.027,You're not alone.
draft_encouragement_028,en,0,speaker,We can solve it.,encouragement,office,false,We can solve it.,draft.encouragement.028,We can solve it.
draft_encouragement_028,th,0,speaker,เราแก้ได้,encouragement,office,true,เราแก้ได้,draft.encouragement.028,We can solve it.
draft_encouragement_029,en,0,speaker,We've got time.,encouragement,office,false,We've got time.,draft.encouragement.029,We've got time.
draft_encouragement_029,th,0,speaker,เรายังมีเวลา,encouragement,office,true,เรายังมีเวลา,draft.encouragement.029,We've got time.
draft_encouragement_030,en,0,speaker,Try together.,encouragement,office,true,Try together.,draft.encouragement.030,Try together.
draft_encouragement_030,th,0,speaker,ลองไปด้วยกัน,encouragement,office,true,ลองไปด้วยกัน,draft.encouragement.030,Try together.
draft_encouragement_031,en,0,speaker,Keep asking.,encouragement,office,true,Keep asking.,draft.encouragement.031,Keep asking.
draft_encouragement_031,th,0,speaker,ถามต่อได้เลย,encouragement,office,true,ถามต่อได้เลย,draft.encouragement.031,Keep asking.
draft_encouragement_032,en,0,speaker,Keep learning.,encouragement,office,true,Keep learning.,draft.encouragement.032,Keep learning.
draft_encouragement_032,th,0,speaker,เรียนรู้ต่อไป,encouragement,office,true,เรียนรู้ต่อไป,draft.encouragement.032,Keep learning.
draft_encouragement_033,en,0,speaker,Stay open.,encouragement,office,true,Stay open.,draft.encouragement.033,Stay open.
draft_encouragement_033,th,0,speaker,เปิดใจไว้นะ,encouragement,office,true,เปิดใจไว้นะ,draft.encouragement.033,Stay open.
draft_encouragement_034,en,0,speaker,Your idea counts.,encouragement,office,false,Your idea counts.,draft.encouragement.034,Your idea counts.
draft_encouragement_034,th,0,speaker,ไอเดียคุณสำคัญ,encouragement,office,true,ไอเดียคุณสำคัญ,draft.encouragement.034,Your idea counts.
draft_encouragement_035,en,0,speaker,Make the next move.,encouragement,office,false,Make the next move.,draft.encouragement.035,Make the next move.
draft_encouragement_035,th,0,speaker,ก้าวต่อไปกัน,encouragement,office,true,ก้าวต่อไปกัน,draft.encouragement.035,Make the next move.
draft_encouragement_036,en,0,speaker,Don't fear drafts.,encouragement,office,false,Don't fear drafts.,draft.encouragement.036,Don't fear drafts.
draft_encouragement_036,th,0,speaker,อย่ากลัวร่างแรก,encouragement,office,true,อย่ากลัวร่างแรก,draft.encouragement.036,Don't fear drafts.
draft_encouragement_037,en,0,speaker,Errors can teach.,encouragement,office,false,Errors can teach.,draft.encouragement.037,Errors can teach.
draft_encouragement_037,th,0,speaker,ข้อผิดพลาดสอนได้,encouragement,office,false,ข้อผิดพลาดสอนได้,draft.encouragement.037,Errors can teach.
draft_encouragement_038,en,0,speaker,Progress is progress.,encouragement,office,false,Progress is progress.,draft.encouragement.038,Progress is progress.
draft_encouragement_038,th,0,speaker,คืบหน้าก็คือคืบหน้า,encouragement,office,false,คืบหน้าก็คือคืบหน้า,draft.encouragement.038,Progress is progress.
draft_encouragement_039,en,0,speaker,Keep showing up.,encouragement,office,false,Keep showing up.,draft.encouragement.039,Keep showing up.
draft_encouragement_039,th,0,speaker,มาปรากฏตัวต่อไป,encouragement,office,false,มาปรากฏตัวต่อไป,draft.encouragement.039,Keep showing up.
draft_encouragement_040,en,0,speaker,Take it stepwise.,encouragement,office,false,Take it stepwise.,draft.encouragement.040,Take it stepwise.
draft_encouragement_040,th,0,speaker,ทำทีละขั้น,encouragement,office,true,ทำทีละขั้น,draft.encouragement.040,Take it stepwise.
draft_encouragement_041,en,0,speaker,Your turn is coming.,encouragement,office,false,Your turn is coming.,draft.encouragement.041,Your turn is coming.
draft_encouragement_041,th,0,speaker,ถึงตาคุณแล้ว,encouragement,office,true,ถึงตาคุณแล้ว,draft.encouragement.041,Your turn is coming.
draft_encouragement_042,en,0,speaker,Brighter days ahead.,encouragement,office,false,Brighter days ahead.,draft.encouragement.042,Brighter days ahead.
draft_encouragement_042,th,0,speaker,วันดี ๆ รออยู่,encouragement,office,true,วันดี ๆ รออยู่,draft.encouragement.042,Brighter days ahead.
draft_encouragement_043,en,0,speaker,"Hold on, teammate.",encouragement,office,false,"Hold on, teammate.",draft.encouragement.043,"Hold on, teammate."
draft_encouragement_043,th,0,speaker,อดทนไว้นะเพื่อนร่วมทีม,encouragement,office,false,อดทนไว้นะเพื่อนร่วมทีม,draft.encouragement.043,"Hold on, teammate."
draft_encouragement_044,en,0,speaker,You're doing fine.,encouragement,office,false,You're doing fine.,draft.encouragement.044,You're doing fine.
draft_encouragement_044,th,0,speaker,คุณทำได้ดี,encouragement,office,true,คุณทำได้ดี,draft.encouragement.044,You're doing fine.
draft_encouragement_045,en,0,speaker,Finish strong.,encouragement,office,true,Finish strong.,draft.encouragement.045,Finish strong.
draft_encouragement_045,th,0,speaker,ปิดงานให้สุดแรง,encouragement,office,true,ปิดงานให้สุดแรง,draft.encouragement.045,Finish strong.
draft_encouragement_046,en,0,speaker,Keep the spark.,encouragement,office,false,Keep the spark.,draft.encouragement.046,Keep the spark.
draft_encouragement_046,th,0,speaker,รักษาไฟไว้,encouragement,office,true,รักษาไฟไว้,draft.encouragement.046,Keep the spark.
draft_encouragement_047,en,0,speaker,"One breath, then go.",encouragement,office,false,"One breath, then go.",draft.encouragement.047,"One breath, then go."
draft_encouragement_047,th,0,speaker,หายใจแล้วลุย,encouragement,office,true,หายใจแล้วลุย,draft.encouragement.047,"One breath, then go."
draft_encouragement_048,en,0,speaker,Believe the next step.,encouragement,office,false,Believe the next step.,draft.encouragement.048,Believe the next step.
draft_encouragement_048,th,0,speaker,เชื่อในก้าวต่อไป,encouragement,office,true,เชื่อในก้าวต่อไป,draft.encouragement.048,Believe the next step.
draft_encouragement_049,en,0,speaker,Still proud of you.,encouragement,office,false,Still proud of you.,draft.encouragement.049,Still proud of you.
draft_encouragement_049,th,0,speaker,ยังภูมิใจในตัวคุณ,encouragement,office,false,ยังภูมิใจในตัวคุณ,draft.encouragement.049,Still proud of you.
draft_encouragement_050,en,0,speaker,Let's not quit.,encouragement,office,true,Let's not quit.,draft.encouragement.050,Let's not quit.
draft_encouragement_050,th,0,speaker,อย่าเพิ่งเลิก,encouragement,office,true,อย่าเพิ่งเลิก,draft.encouragement.050,Let's not quit.
draft_praise_001,en,0,speaker,Nice idea!,praise,office,true,Nice idea!,draft.praise.001,Nice idea!
draft_praise_001,th,0,speaker,ไอเดียดี!,praise,office,true,ไอเดียดี!,draft.praise.001,Nice idea!
draft_praise_002,en,0,speaker,Great work!,praise,office,true,Great work!,draft.praise.002,Great work!
draft_praise_002,th,0,speaker,ทำได้เยี่ยม!,praise,office,true,ทำได้เยี่ยม!,draft.praise.002,Great work!
draft_praise_003,en,0,speaker,Nicely done!,praise,office,true,Nicely done!,draft.praise.003,Nicely done!
draft_praise_003,th,0,speaker,ทำได้ดี!,praise,office,true,ทำได้ดี!,draft.praise.003,Nicely done!
draft_praise_004,en,0,speaker,Good thinking!,praise,office,true,Good thinking!,draft.praise.004,Good thinking!
draft_praise_004,th,0,speaker,คิดได้ดี!,praise,office,true,คิดได้ดี!,draft.praise.004,Good thinking!
draft_praise_005,en,0,speaker,Sharp move!,praise,office,true,Sharp move!,draft.praise.005,Sharp move!
draft_praise_005,th,0,speaker,ตัดสินใจคม!,praise,office,true,ตัดสินใจคม!,draft.praise.005,Sharp move!
draft_praise_006,en,0,speaker,Clean work!,praise,office,true,Clean work!,draft.praise.006,Clean work!
draft_praise_006,th,0,speaker,งานเรียบร้อย!,praise,office,true,งานเรียบร้อย!,draft.praise.006,Clean work!
draft_praise_007,en,0,speaker,Strong finish!,praise,office,true,Strong finish!,draft.praise.007,Strong finish!
draft_praise_007,th,0,speaker,ปิดงานได้ดี!,praise,office,true,ปิดงานได้ดี!,draft.praise.007,Strong finish!
draft_praise_008,en,0,speaker,Lovely detail!,praise,office,true,Lovely detail!,draft.praise.008,Lovely detail!
draft_praise_008,th,0,speaker,รายละเอียดดีมาก!,praise,office,false,รายละเอียดดีมาก!,draft.praise.008,Lovely detail!
draft_praise_009,en,0,speaker,Great timing!,praise,office,true,Great timing!,draft.praise.009,Great timing!
draft_praise_009,th,0,speaker,จังหวะดีมาก!,praise,office,true,จังหวะดีมาก!,draft.praise.009,Great timing!
draft_praise_010,en,0,speaker,Clear and neat!,praise,office,false,Clear and neat!,draft.praise.010,Clear and neat!
draft_praise_010,th,0,speaker,ชัดเจนและเรียบร้อย!,praise,office,false,ชัดเจนและเรียบร้อย!,draft.praise.010,Clear and neat!
draft_praise_011,en,0,speaker,That looks good.,praise,office,false,That looks good.,draft.praise.011,That looks good.
draft_praise_011,th,0,speaker,ดูดีนะ,praise,office,true,ดูดีนะ,draft.praise.011,That looks good.
draft_praise_012,en,0,speaker,Very smooth.,praise,office,true,Very smooth.,draft.praise.012,Very smooth.
draft_praise_012,th,0,speaker,ลื่นไหลมาก,praise,office,true,ลื่นไหลมาก,draft.praise.012,Very smooth.
draft_praise_013,en,0,speaker,Smart choice.,praise,office,true,Smart choice.,draft.praise.013,Smart choice.
draft_praise_013,th,0,speaker,เลือกได้ฉลาด,praise,office,true,เลือกได้ฉลาด,draft.praise.013,Smart choice.
draft_praise_014,en,0,speaker,Solid plan.,praise,office,true,Solid plan.,draft.praise.014,Solid plan.
draft_praise_014,th,0,speaker,แผนแน่นดี,praise,office,true,แผนแน่นดี,draft.praise.014,Solid plan.
draft_praise_015,en,0,speaker,Great save!,praise,office,true,Great save!,draft.praise.015,Great save!
draft_praise_015,th,0,speaker,แก้สถานการณ์เก่ง!,praise,office,false,แก้สถานการณ์เก่ง!,draft.praise.015,Great save!
draft_praise_016,en,0,speaker,Sharp catch!,praise,office,true,Sharp catch!,draft.praise.016,Sharp catch!
draft_praise_016,th,0,speaker,จับจุดได้คม!,praise,office,true,จับจุดได้คม!,draft.praise.016,Sharp catch!
draft_praise_017,en,0,speaker,Nice touch!,praise,office,true,Nice touch!,draft.praise.017,Nice touch!
draft_praise_017,th,0,speaker,เติมได้ดี!,praise,office,true,เติมได้ดี!,draft.praise.017,Nice touch!
draft_praise_018,en,0,speaker,Excellent call.,praise,office,true,Excellent call.,draft.praise.018,Excellent call.
draft_praise_018,th,0,speaker,ตัดสินใจเยี่ยม,praise,office,true,ตัดสินใจเยี่ยม,draft.praise.018,Excellent call.
draft_praise_019,en,0,speaker,Lovely balance.,praise,office,false,Lovely balance.,draft.praise.019,Lovely balance.
draft_praise_019,th,0,speaker,สมดุลดีย์,praise,office,true,สมดุลดีย์,draft.praise.019,Lovely balance.
draft_praise_020,en,0,speaker,Clean layout.,praise,office,true,Clean layout.,draft.praise.020,Clean layout.
draft_praise_020,th,0,speaker,จัดวางดี,praise,office,true,จัดวางดี,draft.praise.020,Clean layout.
draft_praise_021,en,0,speaker,Strong concept.,praise,office,false,Strong concept.,draft.praise.021,Strong concept.
draft_praise_021,th,0,speaker,คอนเซปต์แข็งแรง,praise,office,false,คอนเซปต์แข็งแรง,draft.praise.021,Strong concept.
draft_praise_022,en,0,speaker,Great teamwork.,praise,office,false,Great teamwork.,draft.praise.022,Great teamwork.
draft_praise_022,th,0,speaker,ทำงานเป็นทีมดีมาก,praise,office,false,ทำงานเป็นทีมดีมาก,draft.praise.022,Great teamwork.
draft_praise_023,en,0,speaker,Clear answer.,praise,office,true,Clear answer.,draft.praise.023,Clear answer.
draft_praise_023,th,0,speaker,ตอบได้ชัด,praise,office,true,ตอบได้ชัด,draft.praise.023,Clear answer.
draft_praise_024,en,0,speaker,Good progress.,praise,office,true,Good progress.,draft.praise.024,Good progress.
draft_praise_024,th,0,speaker,คืบหน้าดี,praise,office,true,คืบหน้าดี,draft.praise.024,Good progress.
draft_praise_025,en,0,speaker,Great patience.,praise,office,false,Great patience.,draft.praise.025,Great patience.
draft_praise_025,th,0,speaker,อดทนได้เยี่ยม,praise,office,true,อดทนได้เยี่ยม,draft.praise.025,Great patience.
draft_praise_026,en,0,speaker,That was kind.,praise,office,true,That was kind.,draft.praise.026,That was kind.
draft_praise_026,th,0,speaker,ใจดีมาก,praise,office,true,ใจดีมาก,draft.praise.026,That was kind.
draft_praise_027,en,0,speaker,Very thoughtful.,praise,office,false,Very thoughtful.,draft.praise.027,Very thoughtful.
draft_praise_027,th,0,speaker,ใส่ใจมาก,praise,office,true,ใส่ใจมาก,draft.praise.027,Very thoughtful.
draft_praise_028,en,0,speaker,Good comeback!,praise,office,false,Good comeback!,draft.praise.028,Good comeback!
draft_praise_028,th,0,speaker,กู้สถานการณ์เก่ง!,praise,office,false,กู้สถานการณ์เก่ง!,draft.praise.028,Good comeback!
draft_praise_029,en,0,speaker,Good instinct.,praise,office,true,Good instinct.,draft.praise.029,Good instinct.
draft_praise_029,th,0,speaker,เซนส์ดีมาก,praise,office,true,เซนส์ดีมาก,draft.praise.029,Good instinct.
draft_praise_030,en,0,speaker,Neat solution.,praise,office,true,Neat solution.,draft.praise.030,Neat solution.
draft_praise_030,th,0,speaker,วิธีแก้เรียบร้อย,praise,office,true,วิธีแก้เรียบร้อย,draft.praise.030,Neat solution.
draft_praise_031,en,0,speaker,Good rhythm.,praise,office,true,Good rhythm.,draft.praise.031,Good rhythm.
draft_praise_031,th,0,speaker,จังหวะดี,praise,office,true,จังหวะดี,draft.praise.031,Good rhythm.
draft_praise_032,en,0,speaker,Bright idea.,praise,office,true,Bright idea.,draft.praise.032,Bright idea.
draft_praise_032,th,0,speaker,ไอเดียสดใส,praise,office,true,ไอเดียสดใส,draft.praise.032,Bright idea.
draft_praise_033,en,0,speaker,Perfect fit.,praise,office,true,Perfect fit.,draft.praise.033,Perfect fit.
draft_praise_033,th,0,speaker,เข้ากันพอดี,praise,office,true,เข้ากันพอดี,draft.praise.033,Perfect fit.
draft_praise_034,en,0,speaker,Good question.,praise,office,true,Good question.,draft.praise.034,Good question.
draft_praise_034,th,0,speaker,คำถามดี,praise,office,true,คำถามดี,draft.praise.034,Good question.
draft_praise_035,en,0,speaker,Clear note.,praise,office,true,Clear note.,draft.praise.035,Clear note.
draft_praise_035,th,0,speaker,โน้ตชัดเจน,praise,office,true,โน้ตชัดเจน,draft.praise.035,Clear note.
draft_praise_036,en,0,speaker,Great focus!,praise,office,true,Great focus!,draft.praise.036,Great focus!
draft_praise_036,th,0,speaker,โฟกัสดีมาก!,praise,office,true,โฟกัสดีมาก!,draft.praise.036,Great focus!
draft_praise_037,en,0,speaker,Steady hands.,praise,office,true,Steady hands.,draft.praise.037,Steady hands.
draft_praise_037,th,0,speaker,มือมั่นคงดี,praise,office,true,มือมั่นคงดี,draft.praise.037,Steady hands.
draft_praise_038,en,0,speaker,Good restraint.,praise,office,true,Good restraint.,draft.praise.038,Good restraint.
draft_praise_038,th,0,speaker,รู้จักยั้งดี,praise,office,true,รู้จักยั้งดี,draft.praise.038,Good restraint.
draft_praise_039,en,0,speaker,Strong start.,praise,office,true,Strong start.,draft.praise.039,Strong start.
draft_praise_039,th,0,speaker,เริ่มได้ดี,praise,office,true,เริ่มได้ดี,draft.praise.039,Strong start.
draft_praise_040,en,0,speaker,Nice finish.,praise,office,true,Nice finish.,draft.praise.040,Nice finish.
draft_praise_040,th,0,speaker,จบได้สวย,praise,office,true,จบได้สวย,draft.praise.040,Nice finish.
draft_praise_041,en,0,speaker,Very capable.,praise,office,true,Very capable.,draft.praise.041,Very capable.
draft_praise_041,th,0,speaker,เจ๋งมาก,praise,office,true,เจ๋งมาก,draft.praise.041,Very capable.
draft_praise_042,en,0,speaker,That helped.,praise,office,true,That helped.,draft.praise.042,That helped.
draft_praise_042,th,0,speaker,มีประโยชน์มาก,praise,office,true,มีประโยชน์มาก,draft.praise.042,That helped.
draft_praise_043,en,0,speaker,Good judgment.,praise,office,false,Good judgment.,draft.praise.043,Good judgment.
draft_praise_043,th,0,speaker,ตัดสินใจดี,praise,office,true,ตัดสินใจดี,draft.praise.043,Good judgment.
draft_praise_044,en,0,speaker,Nice teamwork.,praise,office,false,Nice teamwork.,draft.praise.044,Nice teamwork.
draft_praise_044,th,0,speaker,ร่วมมือดี,praise,office,true,ร่วมมือดี,draft.praise.044,Nice teamwork.
draft_praise_045,en,0,speaker,Great detail.,praise,office,true,Great detail.,draft.praise.045,Great detail.
draft_praise_045,th,0,speaker,เก็บรายละเอียดดี,praise,office,false,เก็บรายละเอียดดี,draft.praise.045,Great detail.
draft_praise_046,en,0,speaker,Clean handoff.,praise,office,true,Clean handoff.,draft.praise.046,Clean handoff.
draft_praise_046,th,0,speaker,ส่งต่องานเรียบร้อย,praise,office,false,ส่งต่องานเรียบร้อย,draft.praise.046,Clean handoff.
draft_praise_047,en,0,speaker,That works well.,praise,office,false,That works well.,draft.praise.047,That works well.
draft_praise_047,th,0,speaker,ใช้ได้ดีมาก,praise,office,true,ใช้ได้ดีมาก,draft.praise.047,That works well.
draft_praise_048,en,0,speaker,Top marks!,praise,office,true,Top marks!,draft.praise.048,Top marks!
draft_praise_048,th,0,speaker,ให้คะแนนเต็ม!,praise,office,true,ให้คะแนนเต็ม!,draft.praise.048,Top marks!
draft_praise_049,en,0,speaker,Impressive!,praise,office,true,Impressive!,draft.praise.049,Impressive!
draft_praise_049,th,0,speaker,น่าประทับใจ!,praise,office,true,น่าประทับใจ!,draft.praise.049,Impressive!
draft_praise_050,en,0,speaker,You nailed it!,praise,office,true,You nailed it!,draft.praise.050,You nailed it!
draft_praise_050,th,0,speaker,ทำได้เป๊ะเลย!,praise,office,true,ทำได้เป๊ะเลย!,draft.praise.050,You nailed it!
draft_work_start_001,en,0,speaker,Let's begin.,work_start,office,true,Let's begin.,draft.work_start.001,Let's begin.
draft_work_start_001,th,0,speaker,เริ่มงานกัน,work_start,office,true,เริ่มงานกัน,draft.work_start.001,Let's begin.
draft_work_start_002,en,0,speaker,Start now.,work_start,office,true,Start now.,draft.work_start.002,Start now.
draft_work_start_002,th,0,speaker,เริ่มแล้วนะ,work_start,office,true,เริ่มแล้วนะ,draft.work_start.002,Start now.
draft_work_start_003,en,0,speaker,Time to work.,work_start,office,true,Time to work.,draft.work_start.003,Time to work.
draft_work_start_003,th,0,speaker,ได้เวลาทำงาน,work_start,office,true,ได้เวลาทำงาน,draft.work_start.003,Time to work.
draft_work_start_004,en,0,speaker,First task.,work_start,office,true,First task.,draft.work_start.004,First task.
draft_work_start_004,th,0,speaker,งานแรก,work_start,office,true,งานแรก,draft.work_start.004,First task.
draft_work_start_005,en,0,speaker,Open the file.,work_start,office,true,Open the file.,draft.work_start.005,Open the file.
draft_work_start_005,th,0,speaker,เปิดไฟล์,work_start,office,true,เปิดไฟล์,draft.work_start.005,Open the file.
draft_work_start_006,en,0,speaker,Check the board.,work_start,office,false,Check the board.,draft.work_start.006,Check the board.
draft_work_start_006,th,0,speaker,เช็กกระดาน,work_start,office,true,เช็กกระดาน,draft.work_start.006,Check the board.
draft_work_start_007,en,0,speaker,Clear the desk.,work_start,office,false,Clear the desk.,draft.work_start.007,Clear the desk.
draft_work_start_007,th,0,speaker,เคลียร์โต๊ะ,work_start,office,true,เคลียร์โต๊ะ,draft.work_start.007,Clear the desk.
draft_work_start_008,en,0,speaker,Start the timer.,work_start,office,false,Start the timer.,draft.work_start.008,Start the timer.
draft_work_start_008,th,0,speaker,เริ่มจับเวลา,work_start,office,true,เริ่มจับเวลา,draft.work_start.008,Start the timer.
draft_work_start_009,en,0,speaker,Ready the tools.,work_start,office,false,Ready the tools.,draft.work_start.009,Ready the tools.
draft_work_start_009,th,0,speaker,เตรียมเครื่องมือ,work_start,office,true,เตรียมเครื่องมือ,draft.work_start.009,Ready the tools.
draft_work_start_010,en,0,speaker,Mark the goal.,work_start,office,true,Mark the goal.,draft.work_start.010,Mark the goal.
draft_work_start_010,th,0,speaker,กำหนดเป้าหมาย,work_start,office,true,กำหนดเป้าหมาย,draft.work_start.010,Mark the goal.
draft_work_start_011,en,0,speaker,Pick a task.,work_start,office,true,Pick a task.,draft.work_start.011,Pick a task.
draft_work_start_011,th,0,speaker,เลือกงาน,work_start,office,true,เลือกงาน,draft.work_start.011,Pick a task.
draft_work_start_012,en,0,speaker,Make a list.,work_start,office,true,Make a list.,draft.work_start.012,Make a list.
draft_work_start_012,th,0,speaker,ทำรายการ,work_start,office,true,ทำรายการ,draft.work_start.012,Make a list.
draft_work_start_013,en,0,speaker,Set the order.,work_start,office,true,Set the order.,draft.work_start.013,Set the order.
draft_work_start_013,th,0,speaker,จัดลำดับ,work_start,office,true,จัดลำดับ,draft.work_start.013,Set the order.
draft_work_start_014,en,0,speaker,Read the brief.,work_start,office,true,Read the brief.,draft.work_start.014,Read the brief.
draft_work_start_014,th,0,speaker,อ่านบรีฟ,work_start,office,true,อ่านบรีฟ,draft.work_start.014,Read the brief.
draft_work_start_015,en,0,speaker,Gather the notes.,work_start,office,false,Gather the notes.,draft.work_start.015,Gather the notes.
draft_work_start_015,th,0,speaker,รวบรวมโน้ต,work_start,office,true,รวบรวมโน้ต,draft.work_start.015,Gather the notes.
draft_work_start_016,en,0,speaker,Open the plan.,work_start,office,true,Open the plan.,draft.work_start.016,Open the plan.
draft_work_start_016,th,0,speaker,เปิดแผนงาน,work_start,office,true,เปิดแผนงาน,draft.work_start.016,Open the plan.
draft_work_start_017,en,0,speaker,Load the data.,work_start,office,true,Load the data.,draft.work_start.017,Load the data.
draft_work_start_017,th,0,speaker,โหลดข้อมูล,work_start,office,true,โหลดข้อมูล,draft.work_start.017,Load the data.
draft_work_start_018,en,0,speaker,Start the test.,work_start,office,true,Start the test.,draft.work_start.018,Start the test.
draft_work_start_018,th,0,speaker,เริ่มทดสอบ,work_start,office,true,เริ่มทดสอบ,draft.work_start.018,Start the test.
draft_work_start_019,en,0,speaker,Sketch it out.,work_start,office,true,Sketch it out.,draft.work_start.019,Sketch it out.
draft_work_start_019,th,0,speaker,ร่างภาพก่อน,work_start,office,true,ร่างภาพก่อน,draft.work_start.019,Sketch it out.
draft_work_start_020,en,0,speaker,Draft the answer.,work_start,office,false,Draft the answer.,draft.work_start.020,Draft the answer.
draft_work_start_020,th,0,speaker,ร่างคำตอบ,work_start,office,true,ร่างคำตอบ,draft.work_start.020,Draft the answer.
draft_work_start_021,en,0,speaker,Sort the files.,work_start,office,true,Sort the files.,draft.work_start.021,Sort the files.
draft_work_start_021,th,0,speaker,จัดไฟล์,work_start,office,true,จัดไฟล์,draft.work_start.021,Sort the files.
draft_work_start_022,en,0,speaker,Clear the queue.,work_start,office,false,Clear the queue.,draft.work_start.022,Clear the queue.
draft_work_start_022,th,0,speaker,เคลียร์คิว,work_start,office,true,เคลียร์คิว,draft.work_start.022,Clear the queue.
draft_work_start_023,en,0,speaker,Set the pace.,work_start,office,true,Set the pace.,draft.work_start.023,Set the pace.
draft_work_start_023,th,0,speaker,ตั้งจังหวะ,work_start,office,true,ตั้งจังหวะ,draft.work_start.023,Set the pace.
draft_work_start_024,en,0,speaker,Make a start.,work_start,office,true,Make a start.,draft.work_start.024,Make a start.
draft_work_start_024,th,0,speaker,เริ่มลงมือ,work_start,office,true,เริ่มลงมือ,draft.work_start.024,Make a start.
draft_work_start_025,en,0,speaker,Let's focus.,work_start,office,true,Let's focus.,draft.work_start.025,Let's focus.
draft_work_start_025,th,0,speaker,โฟกัสกัน,work_start,office,true,โฟกัสกัน,draft.work_start.025,Let's focus.
draft_work_start_026,en,0,speaker,Let's get moving.,work_start,office,false,Let's get moving.,draft.work_start.026,Let's get moving.
draft_work_start_026,th,0,speaker,ขยับงานกัน,work_start,office,true,ขยับงานกัน,draft.work_start.026,Let's get moving.
draft_work_start_027,en,0,speaker,On with the plan.,work_start,office,false,On with the plan.,draft.work_start.027,On with the plan.
draft_work_start_027,th,0,speaker,เดินตามแผน,work_start,office,true,เดินตามแผน,draft.work_start.027,On with the plan.
draft_work_start_028,en,0,speaker,One thing first.,work_start,office,false,One thing first.,draft.work_start.028,One thing first.
draft_work_start_028,th,0,speaker,เอาเรื่องแรกก่อน,work_start,office,true,เอาเรื่องแรกก่อน,draft.work_start.028,One thing first.
draft_work_start_029,en,0,speaker,Start with basics.,work_start,office,false,Start with basics.,draft.work_start.029,Start with basics.
draft_work_start_029,th,0,speaker,เริ่มจากพื้นฐาน,work_start,office,true,เริ่มจากพื้นฐาน,draft.work_start.029,Start with basics.
draft_work_start_030,en,0,speaker,Try the simple way.,work_start,office,false,Try the simple way.,draft.work_start.030,Try the simple way.
draft_work_start_030,th,0,speaker,ลองแบบง่ายก่อน,work_start,office,true,ลองแบบง่ายก่อน,draft.work_start.030,Try the simple way.
draft_work_start_031,en,0,speaker,Let's make progress.,work_start,office,false,Let's make progress.,draft.work_start.031,Let's make progress.
draft_work_start_031,th,0,speaker,มาทำให้คืบหน้า,work_start,office,true,มาทำให้คืบหน้า,draft.work_start.031,Let's make progress.
draft_work_start_032,en,0,speaker,Open the checklist.,work_start,office,false,Open the checklist.,draft.work_start.032,Open the checklist.
draft_work_start_032,th,0,speaker,เปิดเช็กลิสต์,work_start,office,true,เปิดเช็กลิสต์,draft.work_start.032,Open the checklist.
draft_work_start_033,en,0,speaker,Set a checkpoint.,work_start,office,false,Set a checkpoint.,draft.work_start.033,Set a checkpoint.
draft_work_start_033,th,0,speaker,ตั้งจุดตรวจ,work_start,office,true,ตั้งจุดตรวจ,draft.work_start.033,Set a checkpoint.
draft_work_start_034,en,0,speaker,Choose the route.,work_start,office,false,Choose the route.,draft.work_start.034,Choose the route.
draft_work_start_034,th,0,speaker,เลือกเส้นทาง,work_start,office,true,เลือกเส้นทาง,draft.work_start.034,Choose the route.
draft_work_start_035,en,0,speaker,Name the goal.,work_start,office,false,Name the goal.,draft.work_start.035,Name the goal.
draft_work_start_035,th,0,speaker,ตั้งชื่อเป้าหมาย,work_start,office,true,ตั้งชื่อเป้าหมาย,draft.work_start.035,Name the goal.
draft_work_start_036,en,0,speaker,Find the blocker.,work_start,office,false,Find the blocker.,draft.work_start.036,Find the blocker.
draft_work_start_036,th,0,speaker,หาตัวติดขัด,work_start,office,true,หาตัวติดขัด,draft.work_start.036,Find the blocker.
draft_work_start_037,en,0,speaker,Start the review.,work_start,office,false,Start the review.,draft.work_start.037,Start the review.
draft_work_start_037,th,0,speaker,เริ่มตรวจงาน,work_start,office,true,เริ่มตรวจงาน,draft.work_start.037,Start the review.
draft_work_start_038,en,0,speaker,Queue the upload.,work_start,office,false,Queue the upload.,draft.work_start.038,Queue the upload.
draft_work_start_038,th,0,speaker,เข้าคิวอัปโหลด,work_start,office,true,เข้าคิวอัปโหลด,draft.work_start.038,Queue the upload.
draft_work_start_039,en,0,speaker,Prep the handoff.,work_start,office,false,Prep the handoff.,draft.work_start.039,Prep the handoff.
draft_work_start_039,th,0,speaker,เตรียมส่งต่องาน,work_start,office,true,เตรียมส่งต่องาน,draft.work_start.039,Prep the handoff.
